Site_ID,site,Cell_Name,ci,band
RAP304,N_RAP304VV1_BANDARKUMBUL,RAP304VV1_BANDARKUMBULVV03,36,39092
RAP841,E_RAP841MR1_KUALUHHILIR,RAP841MR1_KUALUHHILIRMR04,43,500
RAP964,E-RAP964MM1-MERANTI-PAHAM,RAP964RL1_MERANTIPAHAMRL23,121,1850
RAP964,RAP964MM2-MERANTI-PAHAM,RAP964RR1_MERANTIPAHAMRR23,123,500
SHN016,N_SHN016MM1_DESASIMANULDANGJULU,SHN016ML1_DESASIMANULDANGJULUML01,11,1850
SHN016,N_SHN016MM1_DESASIMANULDANGJULU,SHN016ML1_DESASIMANULDANGJULUML02,21,1850
SHN016,N_SHN016MM1_DESASIMANULDANGJULU,SHN016ML1_DESASIMANULDANGJULUML03,31,1850
SHN016,N_SHN016MM1_DESASIMANULDANGJULU,SHN016MR1_DESASIMANULDANGJULUMR01,13,500
SHN016,N_SHN016MM1_DESASIMANULDANGJULU,SHN016MR1_DESASIMANULDANGJULUMR02,23,500
SHN016,N_SHN016MM1_DESASIMANULDANGJULU,SHN016MR1_DESASIMANULDANGJULUMR03,33,500
SPK034,N_SPK034MM1_BULUMARIO,SPK034ML1_BULUMARIOML01,11,1850
SPK034,N_SPK034MM1_BULUMARIO,SPK034ML1_BULUMARIOML02,21,1850
SPK034,N_SPK034MM1_BULUMARIO,SPK034ML1_BULUMARIOML03,31,1850
SPK034,N_SPK034MM1_BULUMARIO,SPK034MR1_BULUMARIOMR01,13,500
SPK034,N_SPK034MM1_BULUMARIO,SPK034MR1_BULUMARIOMR02,23,500
SPK034,N_SPK034MM1_BULUMARIO,SPK034MR1_BULUMARIOMR03,33,500
SPK036,N_SPK036MM1_TELKOMSIPIROK,SPK036ML1_TELKOMSIPIROKML01,11,1850
SPK036,N_SPK036MM1_TELKOMSIPIROK,SPK036ML1_TELKOMSIPIROKML02,21,1850
SPK036,N_SPK036MM1_TELKOMSIPIROK,SPK036ML1_TELKOMSIPIROKML03,31,1850
SPK036,N_SPK036MM1_TELKOMSIPIROK,SPK036MR1_TELKOMSIPIROKMR01,13,500
SPK036,N_SPK036MM1_TELKOMSIPIROK,SPK036MR1_TELKOMSIPIROKMR02,23,500
SPK036,N_SPK036MM1_TELKOMSIPIROK,SPK036MR1_TELKOMSIPIROKMR03,33,500
STR005,N_STR005VV1_TELKOMMERIAH,STR005VE1_TELKOMMERIAHVE03,34,38750
STR005,N_STR005VV1_TELKOMMERIAH,STR005VF1_TELKOMMERIAHVF03,35,38948
STR005,N_STR005VV1_TELKOMMERIAH,STR005VV1_TELKOMMERIAHVV03,36,39092
TKN128,N_TKN128VV1_UNENG,TKN128VE1_UNENGVE03,34,38750
TKN128,N_TKN128VV1_UNENG,TKN128VF1_UNENGVF03,35,38948
TKN128,N_TKN128VV1_UNENG,TKN128VV1_UNENGVV03,36,39092
TKN406,N_TKN406VV1_KAYUKUL2,TKN406VE1_KAYUKUL2VE03,34,38750
TKN406,N_TKN406VV1_KAYUKUL2,TKN406VF1_KAYUKUL2VF03,35,38948
TKN406,N_TKN406VV1_KAYUKUL2,TKN406VV1_KAYUKUL2VV03,36,39092
TKN428,TKN428MM1-BANDARA-REMBELE,TKN428MR1_BANDARAREMBELEMR05,53,500
TKN428,N_TKN428VV1_BANDARAREMBELE,TKN428VE1_BANDARAREMBELEVE01,14,38750
TKN428,N_TKN428VV1_BANDARAREMBELE,TKN428VE1_BANDARAREMBELEVE02,24,38750
TKN428,N_TKN428VV1_BANDARAREMBELE,TKN428VF1_BANDARAREMBELEVF01,15,38948
TKN428,N_TKN428VV1_BANDARAREMBELE,TKN428VF1_BANDARAREMBELEVF02,25,38948
TKN428,N_TKN428VV1_BANDARAREMBELE,TKN428VV1_BANDARAREMBELEVV01,16,39092
TKN428,N_TKN428VV1_BANDARAREMBELE,TKN428VV1_BANDARAREMBELEVV02,26,39092
TKN443,N_TKN443VV1_TUNYAKINDUK,TKN443VE1_TUNYAKINDUKVE01,14,38750
TKN443,N_TKN443VV1_TUNYAKINDUK,TKN443VF1_TUNYAKINDUKVF01,15,38948
TKN443,N_TKN443VV1_TUNYAKINDUK,TKN443VV1_TUNYAKINDUKVV01,16,39092
TKN708,TKN708MM1-PERMATA,TKN708ML1_PERMATAML05,51,1850
TKN708,N_TKN708VV1_PERMATA,TKN708VE1_PERMATAVE03,34,38750
TKN708,N_TKN708VV1_PERMATA,TKN708VF1_PERMATAVF03,35,38948
TKN708,N_TKN708VV1_PERMATA,TKN708VV1_PERMATAVV03,36,39092
TKN712,N_TKN712VV1_WONOSOBO,TKN712VE1_WONOSOBOVE02,24,38750
TKN712,N_TKN712VV1_WONOSOBO,TKN712VF1_WONOSOBOVF02,25,38948
TKN712,N_TKN712VV1_WONOSOBO,TKN712VV1_WONOSOBOVV02,26,39092
TKN720,N_TKN720VV1_JURUMUDISARIL,TKN720VE1_JURUMUDISARILVE02,24,38750
TKN720,N_TKN720VV1_JURUMUDISARIL,TKN720VF1_JURUMUDISARILVF02,25,38948
TKN720,N_TKN720VV1_JURUMUDISARIL,TKN720VV1_JURUMUDISARILVV02,26,39092
TRT112,TRT112MM1-PASAR-SIBORONG-BORONG,TRT112SL1_PASARSIBORONGBORONGSL22,51,1850
TRT112,TRT112MM1-PASAR-SIBORONG-BORONG,TRT112SL1_PASARSIBORONGBORONGSL32,61,1850
TRT900,TRT900MM1-SILANGKITANG-TAPUT,TRT900RL1_SILANGKITANGTAPUTRL13,111,1850
TRT900,E_TRT900MM2_SILANGKITANGTAPUT,TRT900RR1_SILANGKITANGTAPUTRR13,113,500
TRT906,TRT906MM2-SIPAHUTAR,TRT906RL1_SIPAHUTARRL13,111,1850
TRT906,TRT906MM2-SIPAHUTAR,TRT906RR1_SIPAHUTARRR12,43,500
TRT906,TRT906MM2-SIPAHUTAR,TRT906RR1_SIPAHUTARRR13,113,500
TUK003,N_TUK003MM1_MOGAE,TUK003ML1_MOGAEML01,11,1850
TUK003,N_TUK003MM1_MOGAE,TUK003ML1_MOGAEML02,21,1850
TUK003,N_TUK003MM1_MOGAE,TUK003ML1_MOGAEML03,31,1850
TUK267,TUK267MM1-SUSUA,TUK267RL1_SUSUARL23,121,1850
TUK267,E-TUK267MM2-SUSUA,TUK267RR1_SUSUARR23,123,500
BGE437,N_BGE437VV1_PINTUBATU,BGE437VE1_PINTUBATUVE01,14,38750
BGE437,N_BGE437VV1_PINTUBATU,BGE437VF1_PINTUBATUVF01,15,38948
BGE437,N_BGE437VV1_PINTUBATU,BGE437VV1_PINTUBATUVV01,16,39092
BPD006,N_BPD006MM1_GUNUNGSAMARINDA,BPD006MR1_GUNUNGSAMARINDAMR01,13,500
BPD006,N_BPD006MM1_GUNUNGSAMARINDA,BPD006MR1_GUNUNGSAMARINDAMR02,23,500
BPD006,N_BPD006MM1_GUNUNGSAMARINDA,BPD006MR1_GUNUNGSAMARINDAMR03,33,500
GST859,GST859MM2-LAHOMI,GST859RL1_LAHOMIRL23,121,1850
GST859,GST859MM2-LAHOMI,GST859RR1_LAHOMIRR23,123,500
KIS033,N_KIS033MM1_JALANPASIRMANDOGE,KIS033MR1_JALANPASIRMANDOGEMR01,13,500
KIS033,N_KIS033MM1_JALANPASIRMANDOGE,KIS033MR1_JALANPASIRMANDOGEMR02,23,500
KIS033,N_KIS033MM1_JALANPASIRMANDOGE,KIS033MR1_JALANPASIRMANDOGEMR03,33,500
KPD017,N_KPD017MM1_HUTABALANG,KPD017MR1_HUTABALANGMR02,23,500
KPD017,N_KPD017MM1_HUTABALANG,KPD017MR1_HUTABALANGMR03,33,500
KRB008,N_KRB008VV1_MATANGTEUPAH,KRB008VE1_MATANGTEUPAHVE02,24,38750
KRB008,N_KRB008VV1_MATANGTEUPAH,KRB008VF1_MATANGTEUPAHVF02,25,38948
KRB008,N_KRB008VV1_MATANGTEUPAH,KRB008VV1_MATANGTEUPAHVV02,26,39092
LGS121,E_LGS121MM2_PEUREULAKKOTA,LGS121ME1,14,38750
LGS121,E_LGS121MM2_PEUREULAKKOTA,LGS121ME3,34,38750
LGS121,E_LGS121MM2_PEUREULAKKOTA,LGS121MF1,15,38948
LGS121,E_LGS121MM2_PEUREULAKKOTA,LGS121MF3,35,38948
LGS153,N_LGS153VV1_SIMPANGULIM,LGS153VE1_SIMPANGULIMVE03,34,38750
LGS153,N_LGS153VV1_SIMPANGULIM,LGS153VF1_SIMPANGULIMVF03,35,38948
LGS153,N_LGS153VV1_SIMPANGULIM,LGS153VV1_SIMPANGULIMVV03,36,39092
PMR029,PMR029MM1-NAGORI-MANCUK,PMR029RL1_NAGORIMANCUKRL13,111,1850
PMR029,PMR029MM2-NAGORI-MANCUK,PMR029RR1_NAGORIMANCUKRR13,113,500
PMR079,PMR079MM1-RAYA-KAHEAN,PMR079ML1_RAYAKAHEANML06,61,1850
PMR104,PMR104MM2-PEMATANG-ASILOM,PMR104ME1_PEMATANGASILOMME01,14,38750
PMR104,PMR104MM2-PEMATANG-ASILOM,PMR104MF1_PEMATANGASILOMMF01,15,38948
PMR104,PMR104MM2-PEMATANG-ASILOM,PMR104MV1_PEMATANGASILOMMV01,16,39092
PMR375,PMR375MM1-BANDAR,PMR375RL1_BANDARRL33,131,1850
PMR375,PMR375MM2-BANDAR,PMR375RR1_BANDARRR33,133,500
PMR480,E_PMR480MM1_GUNUNGBAYU,PMR480RL1_GUNUNGBAYURL33,131,1850
PMR480,N_PMR480MR1_GUNUNGBAYU,PMR480RR1_GUNUNGBAYURR32,63,500
PMR480,N_PMR480MR1_GUNUNGBAYU,PMR480RR1_GUNUNGBAYURR33,133,500
PYB219,E_PYB219MM1_BATAHANI,PYB219RL1_BATAHANIRL32,61,1850
PYB219,E_PYB219MM1_BATAHANI,PYB219RL1_BATAHANIRL33,131,1850
PYB219,N_PYB219MM2_BATAHANI,PYB219RR1_BATAHANIRR31,33,500
PYB219,N_PYB219MM2_BATAHANI,PYB219RR1_BATAHANIRR32,63,500
PYB219,N_PYB219MM2_BATAHANI,PYB219RR1_BATAHANIRR33,133,500
PYB224,E_PYB224MM1_SINUNUKANIV,PYB224RL1_SINUNUKANIVRL13,111,1850
PYB224,E_PYB224MM2_SINUNUKANIV,PYB224RR1_SINUNUKANIVRR13,113,500
RAP041,N_RAP041VV1_PTSERBAHUTAJAYA,RAP041VE1_PTSERBAHUTAJAYAVE01,14,38750
RAP041,N_RAP041VV1_PTSERBAHUTAJAYA,RAP041VF1_PTSERBAHUTAJAYAVF01,15,38948
RAP041,N_RAP041VV1_PTSERBAHUTAJAYA,RAP041VV1_PTSERBAHUTAJAYAVV01,16,39092
RAP960,N_RAP960VV1_UJUNGPADANG,RAP960VE1_UJUNGPADANGVE02,24,38750
RAP960,N_RAP960VV1_UJUNGPADANG,RAP960VF1_UJUNGPADANGVF02,25,38948
RAP960,N_RAP960VV1_UJUNGPADANG,RAP960VV1_UJUNGPADANGVV02,26,39092
AKN009,N_AKN009MR1_TANJUNGMANGEDAR,AKN009MR1_TANJUNGMANGEDARMR06,63,500
BIR094,N_BIR094VV1_BABAHBULOH,BIR094VE1_BABAHBULOHVE02,24,38750
BIR094,N_BIR094VV1_BABAHBULOH,BIR094VF1_BABAHBULOHVF02,25,38948
BIR094,N_BIR094VV1_BABAHBULOH,BIR094VV1_BABAHBULOHVV02,26,39092
COA018,N_COA018MM1_TANAHTUMBUH,COA018MT1_TANAHTUMBUHMT01,12,3500
COA018,N_COA018MM1_TANAHTUMBUH,COA018MT1_TANAHTUMBUHMT02,22,3500
COA018,N_COA018MM1_TANAHTUMBUH,COA018MT1_TANAHTUMBUHMT03,32,3500
COA052,N_COA052MM1_DARULMAKMUR,COA052ML1_DARULMAKMURML01,11,1850
COA052,N_COA052MM1_DARULMAKMUR,COA052ML1_DARULMAKMURML02,21,1850
COA052,N_COA052MM1_DARULMAKMUR,COA052ML1_DARULMAKMURML03,31,1850
COA052,N_COA052MM1_DARULMAKMUR,COA052MT1_DARULMAKMURMT01,12,3500
COA052,N_COA052MM1_DARULMAKMUR,COA052MT1_DARULMAKMURMT02,22,3500
COA052,N_COA052MM1_DARULMAKMUR,COA052MT1_DARULMAKMURMT03,32,3500
COA070,N_COA070MM1_HUNTARASIMPANG3,COA070ML1_HUNTARASIMPANG3ML01,11,1850
COA070,N_COA070MM1_HUNTARASIMPANG3,COA070ML1_HUNTARASIMPANG3ML02,21,1850
COA070,N_COA070MM1_HUNTARASIMPANG3,COA070ML1_HUNTARASIMPANG3ML03,31,1850
COA070,N_COA070MM1_HUNTARASIMPANG3,COA070MR1_HUNTARASIMPANG3MR01,13,500
COA070,N_COA070MM1_HUNTARASIMPANG3,COA070MR1_HUNTARASIMPANG3MR02,23,500
COA070,N_COA070MM1_HUNTARASIMPANG3,COA070MR1_HUNTARASIMPANG3MR03,33,500
COA070,N_COA070MM1_HUNTARASIMPANG3,COA070MT1_HUNTARASIMPANG3MT01,12,3500
COA070,N_COA070MM1_HUNTARASIMPANG3,COA070MT1_HUNTARASIMPANG3MT02,22,3500
COA070,N_COA070MM1_HUNTARASIMPANG3,COA070MT1_HUNTARASIMPANG3MT03,32,3500
COA073,N_COA073MM2_DESARANTAUPANJANG,COA073ML1_DESARANTAUPANJANGML01,11,1850
COA073,N_COA073MM2_DESARANTAUPANJANG,COA073ML1_DESARANTAUPANJANGML02,21,1850
COA073,N_COA073MM2_DESARANTAUPANJANG,COA073ML1_DESARANTAUPANJANGML03,31,1850
COA073,N_COA073MM1_DESARANTAUPANJANG,COA073MT1_DESARANTAUPANJANGMT01,12,3500
COA073,N_COA073MM1_DESARANTAUPANJANG,COA073MT1_DESARANTAUPANJANGMT02,22,3500
COA073,N_COA073MM1_DESARANTAUPANJANG,COA073MT1_DESARANTAUPANJANGMT03,32,3500
GST127,GST127MM2-MAU,GST127RL1_MAURL13,111,1850
GST127,GST127MM2-MAU,GST127RR1_MAURR13,113,500
KBJ055,N_KBJ055MM1_LAUMULGAP,KBJ055MR1_LAUMULGAPMR01,13,500
KBJ055,N_KBJ055MM1_LAUMULGAP,KBJ055MR1_LAUMULGAPMR02,23,500
KBJ055,N_KBJ055MM1_LAUMULGAP,KBJ055MR1_LAUMULGAPMR03,33,500
KRB152,N_KRB152VV1_KUALASIMPANG,KRB152VE1_KUALASIMPANGVE01,14,38750
KRB152,N_KRB152VV1_KUALASIMPANG,KRB152VE1_KUALASIMPANGVE03,34,38750
KRB152,N_KRB152VV1_KUALASIMPANG,KRB152VF1_KUALASIMPANGVF01,15,38948
KRB152,N_KRB152VV1_KUALASIMPANG,KRB152VF1_KUALASIMPANGVF03,35,38948
KRB152,N_KRB152VV1_KUALASIMPANG,KRB152VV1_KUALASIMPANGVV01,16,39092
KRB152,N_KRB152VV1_KUALASIMPANG,KRB152VV1_KUALASIMPANGVV03,36,39092
KRB592,N_KRB592VV1_NEWKUALASIMPANG,KRB592VE1_NEWKUALASIMPANGVE01,14,38750
KRB592,N_KRB592VV1_NEWKUALASIMPANG,KRB592VF1_NEWKUALASIMPANGVF01,15,38948
KRB592,N_KRB592VV1_NEWKUALASIMPANG,KRB592VV1_NEWKUALASIMPANGVV01,16,39092
KRB701,N_KRB701VV1_SIMPANGOPAK,KRB701VE1_SIMPANGOPAKVE02,24,38750
KRB701,N_KRB701VV1_SIMPANGOPAK,KRB701VE1_SIMPANGOPAKVE03,34,38750
KRB701,N_KRB701VV1_SIMPANGOPAK,KRB701VF1_SIMPANGOPAKVF02,25,38948
KRB701,N_KRB701VV1_SIMPANGOPAK,KRB701VF1_SIMPANGOPAKVF03,35,38948
KRB701,N_KRB701VV1_SIMPANGOPAK,KRB701VV1_SIMPANGOPAKVV02,26,39092
KRB701,N_KRB701VV1_SIMPANGOPAK,KRB701VV1_SIMPANGOPAKVV03,36,39092
KRB708,N_KRB708VV1_KAMPUNGDALAM,KRB708VE1_KAMPUNGDALAMVE02,24,38750
KRB708,N_KRB708VV1_KAMPUNGDALAM,KRB708VE1_KAMPUNGDALAMVE03,34,38750
KRB708,N_KRB708VV1_KAMPUNGDALAM,KRB708VF1_KAMPUNGDALAMVF02,25,38948
KRB708,N_KRB708VV1_KAMPUNGDALAM,KRB708VF1_KAMPUNGDALAMVF03,35,38948
KRB708,N_KRB708VV1_KAMPUNGDALAM,KRB708VV1_KAMPUNGDALAMVV02,26,39092
KRB708,N_KRB708VV1_KAMPUNGDALAM,KRB708VV1_KAMPUNGDALAMVV03,36,39092
KRB709,N_KRB709VV1_KUALASIMPANG3,KRB709VE1_KUALASIMPANG3VE02,24,38750
KRB709,N_KRB709VV1_KUALASIMPANG3,KRB709VF1_KUALASIMPANG3VF02,25,38948
KRB709,N_KRB709VV1_KUALASIMPANG3,KRB709VV1_KUALASIMPANG3VV02,26,39092
LGS077,LGS077MM2-IDI-RAYEUK-HUB-TEL,LGS077ME1_IDIRAYEUKME03,34,38750
LGS077,LGS077MM2-IDI-RAYEUK-HUB-TEL,LGS077MF1_IDIRAYEUKMF03,35,38948
LGS077,LGS077MM2-IDI-RAYEUK-HUB-TEL,LGS077MV1_IDIRAYEUKMV03,36,39092
LGS084,N_LGS084MM1_DESAGRONGGRONG,LGS084MR1_DESAGRONGGRONGMR01,13,500
LGS084,N_LGS084VV1_DESAGRONGGRONG,LGS084VE1_DESAGRONGGRONGVE01,14,38750
LGS084,N_LGS084VV1_DESAGRONGGRONG,LGS084VF1_DESAGRONGGRONGVF01,15,38948
LGS084,N_LGS084VV1_DESAGRONGGRONG,LGS084VV1_DESAGRONGGRONGVV01,16,39092
LHK028,N_LHK028VV1_JAMBOAYE,LHK028VE1_JAMBOAYEVE03,34,38750
LHK028,N_LHK028VV1_JAMBOAYE,LHK028VF1_JAMBOAYEVF03,35,38948
LHK028,N_LHK028VV1_JAMBOAYE,LHK028VV1_JAMBOAYEVV03,36,39092
LHK065,LHK065MM1-BLANG-GUMPANG,LHK065RL1_BLANGGUMPANGRL33,131,1850
LHK065,LHK065MM2-BLANG-GUMPANG,LHK065RR1_BLANGGUMPANGRR33,133,500
LHK155,LHK155MM1-BLANG-RAYEUK,LHK155MR1_BLANGRAYEUKMR01,13,500
LHK155,LHK155MM1-BLANG-RAYEUK,LHK155MR1_BLANGRAYEUKMR02,23,500
LHK155,LHK155MM1-BLANG-RAYEUK,LHK155MR1_BLANGRAYEUKMR03,33,500
LHK274,LHK274MM1-COT-ARA,LHK274RL1_COTARARL23,121,1850
LHK274,LHK274MM2-COT-ARA,LHK274RR1_COTARARR23,123,500
LKN008,E_LKN008MM1_SEUNEUBOKSABOH,LKN008ML1_SEUNEUBOKSABOHML09,91,1850
LKN008,E_LKN008MM1_SEUNEUBOKSABOH,LKN008MR1_SEUNEUBOKSABOHMR09,93,500
LKN008,E_LKN008MM1_SEUNEUBOKSABOH,LKN008MT1_SEUNEUBOKSABOHMT09,92,3500
LKN008,N_LKN008VV1_SEUNEUBOKSABOH,LKN008VE1_SEUNEUBOKSABOHVE09,94,38750
LKN008,N_LKN008VV1_SEUNEUBOKSABOH,LKN008VF1_SEUNEUBOKSABOHVF09,95,38948
LKN008,N_LKN008VV1_SEUNEUBOKSABOH,LKN008VV1_SEUNEUBOKSABOHVV09,96,39092
PMR084,N_PMR084MM2_SIMANTINPANEDAME,PMR084ME1_SIMANTINPANEDAMEME01,14,38750
PMR084,N_PMR084MM2_SIMANTINPANEDAME,PMR084ME1_SIMANTINPANEDAMEME03,34,38750
PMR084,N_PMR084MM2_SIMANTINPANEDAME,PMR084MF1_SIMANTINPANEDAMEMF01,15,38948
PMR084,N_PMR084MM2_SIMANTINPANEDAME,PMR084MF1_SIMANTINPANEDAMEMF03,35,38948
PMR198,PMR198MM1-BATU-GAJAH,PMR198MR1_BATUGAJAHMR05,53,500
PMR423,N_PMR423MR1_PADANGMAINU,PMR423MR1_PADANGMAINUMR07,73,500
PSP367,PSP367MM2-PTPN-III-AEK-PINING,PSP367ME1_PTPNIIIAEKPININGME02,24,38750
PSP367,PSP367MM2-PTPN-III-AEK-PINING,PSP367MF1_PTPNIIIAEKPININGMF02,25,38948
PSP367,PSP367MM2-PTPN-III-AEK-PINING,PSP367MV1_PTPNIIIAEKPININGMV02,26,39092
PSP470,PSP470MM2-PASAR-SIMARPINGGAN,PSP470MR1_PASARSIMARPINGGANMR02,23,500
PSP470,N_PSP470VV1_PASARSIMARPINGGAN,PSP470VE1_PASARSIMARPINGGANVE03,34,38750
PSP470,N_PSP470VV1_PASARSIMARPINGGAN,PSP470VF1_PASARSIMARPINGGANVF03,35,38948
PSP470,N_PSP470VV1_PASARSIMARPINGGAN,PSP470VV1_PASARSIMARPINGGANVV03,36,39092
PSP554,N_PSP554VV1_PTPN3HAPESONG,PSP554VE1_PTPN3HAPESONGVE03,34,38750
PSP554,N_PSP554VV1_PTPN3HAPESONG,PSP554VF1_PTPN3HAPESONGVF03,35,38948
PSP554,N_PSP554VV1_PTPN3HAPESONG,PSP554VV1_PTPN3HAPESONGVV03,36,39092
PSP631,PSP631MM2-BULU-SONIK,PSP631MR3,33,500
PYB626,PYB626MM1-SINUNUKAN-3,PYB626RL1_SINUNUKAN3RL33,131,1850
PYB626,PYB626MM2-SINUNUKAN-3,PYB626RR1_SINUNUKAN3RR33,133,500
PYB962,E_PYB962MM1_N3TSINGKUANGII,PYB962RL1_N3TSINGKUANGIIRL13,111,1850
PYB962,N_PYB962MM2_N3TSINGKUANGII,PYB962RR1_N3TSINGKUANGIIRR13,113,500
RAP027,RAP027MM1-SEI-SENTANG,RAP027RL1_SEISENTANGRL22,51,1850
RAP027,RAP027MM1-SEI-SENTANG,RAP027RL1_SEISENTANGRL23,121,1850
RAP027,N_RAP027MM2_SEISENTANG,RAP027RR1_SEISENTANGRR21,23,500
RAP027,N_RAP027MM2_SEISENTANG,RAP027RR1_SEISENTANGRR22,53,500
RAP027,N_RAP027MM2_SEISENTANG,RAP027RR1_SEISENTANGRR23,123,500
RAP886,RAP886MM2-MERBAU-SELATAN,RAP886MR1_MERBAUSELATANMR04,43,500
RAP946,RAP946MM1-MALINDO,RAP946RL1_MALINDORL13,111,1850
RAP946,RAP946MM2-MALINDO,RAP946RR1_MALINDORR13,113,500
SGI006,N_SGI006MM1_PULOKAWA,SGI006MR1_PULOKAWAMR01,13,500
SGI006,N_SGI006MM1_PULOKAWA,SGI006MR1_PULOKAWAMR02,23,500
SGI006,N_SGI006MM1_PULOKAWA,SGI006MR1_PULOKAWAMR03,33,500
SGI073,N_SGI073VV1_KANTORBUPATIMEUREDU,SGI073VE1_KANTORBUPATIMEUREDUVE03,34,38750
SGI073,N_SGI073VV1_KANTORBUPATIMEUREDU,SGI073VF1_KANTORBUPATIMEUREDUVF03,35,38948
SGI073,N_SGI073VV1_KANTORBUPATIMEUREDU,SGI073VV1_KANTORBUPATIMEUREDUVV03,36,39092
TRT233,N_TRT233MR1_AEKRAJA,TRT233MR1_AEKRAJAMR05,53,500
TRT900,N_TRT900VV1_SILANGKITANGTAPUT,TRT900VE1_SILANGKITANGTAPUTVE02,24,38750
TRT900,N_TRT900VV1_SILANGKITANGTAPUT,TRT900VE1_SILANGKITANGTAPUTVE03,34,38750
TRT900,N_TRT900VV1_SILANGKITANGTAPUT,TRT900VF1_SILANGKITANGTAPUTVF02,25,38948
TRT900,N_TRT900VV1_SILANGKITANGTAPUT,TRT900VF1_SILANGKITANGTAPUTVF03,35,38948
TRT900,N_TRT900VV1_SILANGKITANGTAPUT,TRT900VV1_SILANGKITANGTAPUTVV02,26,39092
TRT900,N_TRT900VV1_SILANGKITANGTAPUT,TRT900VV1_SILANGKITANGTAPUTVV03,36,39092
TTN311,N_TTN311VV1_REPEATERKLUETTENGAH,TTN311VE1_REPEATERKLUETTENGAHVE03,34,38750
TTN311,N_TTN311VV1_REPEATERKLUETTENGAH,TTN311VF1_REPEATERKLUETTENGAHVF03,35,38948
TTN311,N_TTN311VV1_REPEATERKLUETTENGAH,TTN311VV1_REPEATERKLUETTENGAHVV03,36,39092
TTN316,N_TTN316MR1_RIMBA,TTN316MR1_RIMBAMR06,63,500
TUK385,N_TUK385MR1_MARAO,TUK385RL1_MARAORL23,121,1850
TUK385,N_TUK385MR1_MARAO,TUK385RR1_MARAORR22,53,500
TUK385,N_TUK385MR1_MARAO,TUK385RR1_MARAORR23,123,500
GST806,GST806MM1-MANDREHE_HUB,GST806RL1_MANDREHERL22,51,1850
GST806,GST806MM1-MANDREHE_HUB,GST806RL1_MANDREHERL23,121,1850
GST806,GST806MM2_MANDREHE_HUB,GST806RL1_MANDREHERL33,131,1850
GST806,GST806MM2_MANDREHE_HUB,GST806RR1_MANDREHERR22,53,500
GST806,GST806MM2_MANDREHE_HUB,GST806RR1_MANDREHERR23,123,500
GST806,GST806MM2_MANDREHE_HUB,GST806RR1_MANDREHERR33,133,500
KBJ005,KBJ005MM1-LINGGA-JULU,KBJ005RL1_LINGGAJULURL13,111,1850
KBJ005,KBJ005MM2-LINGGA-JULU,KBJ005RR1_LINGGAJULURR13,113,500
KBJ026,N_KBJ026MM1_AJIJULU,KBJ026MT1_AJIJULUMT01,12,3500
KBJ026,N_KBJ026MM1_AJIJULU,KBJ026MT1_AJIJULUMT02,22,3500
KBJ026,N_KBJ026MM1_AJIJULU,KBJ026MT1_AJIJULUMT03,32,3500
KPD024,KPD024MM2-SITARDAS,KPD024MR1_SITARDASMR04,43,500
KPN008,E_KPN008MM1_SABUNGAN2,KPN008ML1_SABUNGAN2ML05,51,1850
KPN008,N_KPN008MM2_SABUNGAN2,KPN008MR1_SABUNGAN2MR05,53,500
LGS005,N_LGS005VV1_BLANGNIE,LGS005VE1_BLANGNIEVE03,34,38750
LGS005,N_LGS005VV1_BLANGNIE,LGS005VF1_BLANGNIEVF03,35,38948
LGS005,N_LGS005VV1_BLANGNIE,LGS005VV1_BLANGNIEVV03,36,39092
LKN022,N_LKN022MM1_MEUNASAHPANTE,LKN022MR1_MEUNASAHPANTEMR01,13,500
LKN022,N_LKN022MM1_MEUNASAHPANTE,LKN022MR1_MEUNASAHPANTEMR02,23,500
LKN022,N_LKN022MM1_MEUNASAHPANTE,LKN022MR1_MEUNASAHPANTEMR03,33,500
PYB966,E_PYB966MM1_KAMPUNGBARU,PYB966ML1_KAMPUNGBARUML05,51,1850
RAP759,RAP759MM1-TORGANDA,RAP759ML1_TORGANDAML05,51,1850
RAP848,RAP848MM1-BANGAI,RAP848RL1_BANGAIRL13,111,1850
RAP848,RAP848MM2-BANGAI,RAP848RR1_BANGAIRR13,113,500
RAP854,N_RAP854VV1_RANTOJIOR,RAP854VE1_RANTOJIORVE02,24,38750
RAP854,N_RAP854VV1_RANTOJIOR,RAP854VF1_RANTOJIORVF02,25,38948
RAP854,N_RAP854VV1_RANTOJIOR,RAP854VV1_RANTOJIORVV02,26,39092
RAP858,RAP858MM1-SUNGAI-RAKYAT,RAP858ML1_SUNGAIRAKYATML04,41,1850
SBG011,SBG011MM1-MUARA-BOLAK,SBG011ML1_MUARABOLAKML05,51,1850
SDK009,N_SDK009MM1_PEGAGANJULUIV,SDK009MR1_PEGAGANJULUIVMR01,13,500
SDK009,N_SDK009MM1_PEGAGANJULUIV,SDK009MR1_PEGAGANJULUIVMR02,23,500
SDK009,N_SDK009MM1_PEGAGANJULUIV,SDK009MR1_PEGAGANJULUIVMR03,33,500
TRT101,N_TRT101MR1_SIBORUTOROP,TRT101MR1_SIBORUTOROPMR05,53,500
TRT137,N_TRT137VV1_HUTAURUK,TRT137VE1_HUTAURUKVE03,34,38750
TRT137,N_TRT137VV1_HUTAURUK,TRT137VF1_HUTAURUKVF03,35,38948
TRT137,N_TRT137VV1_HUTAURUK,TRT137VV1_HUTAURUKVV03,36,39092
