Site_ID,site,Cell_Name,ci,band
SGI566,SGI566MM2-MUTIARA-TIMUR,SGI566MF1_MUTIARATIMURMF01,15,38948
SGI566,SGI566MM2-MUTIARA-TIMUR,SGI566MF1_MUTIARATIMURMF02,25,38948
SGI609,E_SGI609MM1_MUENASAHPAPEUN,SGI609ML1_MUENASAHPAPEUNML01,11,1850
SGI609,E_SGI609MM1_MUENASAHPAPEUN,SGI609ML1_MUENASAHPAPEUNML02,21,1850
SGI609,E_SGI609MM1_MUENASAHPAPEUN,SGI609ML1_MUENASAHPAPEUNML03,31,1850
SPK010,E_SPK010MM1_AEKBADAKJAE,SPK010ML1_AEKBADAKJAEML03,31,1850
TKN099,TKN099MM2-KEBAYAKAN,TKN099MR1_KEBAYAKANMR05,53,500
TKN133,TKN133MM1-TVRI-ANGKOP,TKN133MT1_TVRIANGKOPMT04,42,3500
TKN133,TKN133MM1-TVRI-ANGKOP,TKN133MT1_TVRIANGKOPMT05,52,3500
TKN178,TKN178MM1-PASAR-PAGI-TAKENGON,TKN178MT1_PASARPAGITAKENGONMT05,52,3500
TKN221,E-TKN221MM1-MERAH-PUPUK,TKN221MT1_MERAHPUPUKMT04,42,3500
TKN221,E-TKN221MM1-MERAH-PUPUK,TKN221MT1_MERAHPUPUKMT05,52,3500
TKN221,E-TKN221MM1-MERAH-PUPUK,TKN221MT1_MERAHPUPUKMT06,62,3500
TKN272,E_TKN272MM1_WIHPESAM,TKN272ML1_WIHPESAMML01,11,1850
TKN272,E_TKN272MM1_WIHPESAM,TKN272ML1_WIHPESAMML02,21,1850
TKN272,E_TKN272MM1_WIHPESAM,TKN272ML1_WIHPESAMML03,31,1850
TKN283,E-TKN283MM1-BUNTUL-GAYO,TKN283MT1_BUNTULGAYOMT04,42,3500
TKN283,E-TKN283MM1-BUNTUL-GAYO,TKN283MT1_BUNTULGAYOMT06,62,3500
TKN301,E_TKN301MM2_BRAWANGDEWAL4,TKN301MR1_BRAWANGDEWAL4MR01,13,500
TKN301,E_TKN301MM2_BRAWANGDEWAL4,TKN301MR1_BRAWANGDEWAL4MR02,23,500
TKN301,E_TKN301MM2_BRAWANGDEWAL4,TKN301MR1_BRAWANGDEWAL4MR03,33,500
TKN321,E-TKN321MM1-NUNANG-ANTARA,TKN321MT1_NUNANGANTARAMT01,12,3500
TKN321,E-TKN321MM1-NUNANG-ANTARA,TKN321MT1_NUNANGANTARAMT02,22,3500
TKN321,E-TKN321MM1-NUNANG-ANTARA,TKN321MT1_NUNANGANTARAMT03,32,3500
TKN707,TKN707MM1-KUTE-PANANG,TKN707MT1_KUTEPANANGMT04,42,3500
TKN707,TKN707MM1-KUTE-PANANG,TKN707MT1_KUTEPANANGMT06,62,3500
TKN710,TKN710MM1-SIMPANG-EMPAT-BEBESAN,TKN710MT1_SIMPANGEMPATBEBESANMT04,42,3500
TKN710,TKN710MM1-SIMPANG-EMPAT-BEBESAN,TKN710MT1_SIMPANGEMPATBEBESANMT05,52,3500
TKN710,TKN710MM1-SIMPANG-EMPAT-BEBESAN,TKN710MT1_SIMPANGEMPATBEBESANMT06,62,3500
TKN731,TKN731MM1-CEKAL-BARU,TKN731ML1_CEKALBARUML01,11,1850
TUK936,TUK936MM2-AMOROSA,TUK936MR1_AMOROSAMR05,53,500
DLS709,E_DLS709MR1_TARABINTANG,DLS709MR1_TARABINTANGMR01,13,500
LGS007,E_LGS007MM2_PEUNARON,LGS007RR1_PEUNARONRR31,33,500
PMR766,PMR766MM1-SIPANGAN-BOLON-2,PMR766ML1_SIPANGANBOLON2ML01,11,1850
PMR766,PMR766MM1-SIPANGAN-BOLON-2,PMR766ML1_SIPANGANBOLON2ML02,21,1850
PMR766,PMR766MM1-SIPANGAN-BOLON-2,PMR766ML1_SIPANGANBOLON2ML03,31,1850
PMS194,E_PMS194MM2_BANTANSINGOSARI,PMS194MR1_BANTANSINGOSARIMR01,13,500
PMS194,E_PMS194MM2_BANTANSINGOSARI,PMS194MR1_BANTANSINGOSARIMR02,23,500
PMS194,E_PMS194MM2_BANTANSINGOSARI,PMS194MR1_BANTANSINGOSARIMR03,33,500
SGI589,SGI589MM1-REPEATER-BLANG-DHOT,SGI589MT1_REPEATERBLANGDHOTMT05,52,3500
TKN753,E_TKN753MM1_N3TLUTJAYA,TKN753ML1_N3TLUTJAYAML01,11,1850
TKN753,E_TKN753MM1_N3TLUTJAYA,TKN753ML1_N3TLUTJAYAML02,21,1850
TKN753,E_TKN753MM1_N3TLUTJAYA,TKN753ML1_N3TLUTJAYAML03,31,1850
NTA003,E_NTA003MM1_N3TPANUNGGULAN,NTA003MT1_N3TPANUNGGULANMT01,12,3500
NTA003,E_NTA003MM1_N3TPANUNGGULAN,NTA003MT1_N3TPANUNGGULANMT02,22,3500
NTA003,E_NTA003MM1_N3TPANUNGGULAN,NTA003MT1_N3TPANUNGGULANMT03,32,3500
RAP408,RAP408MM1-TELUK-PULAI-DALAM-2,RAP408MT1_TELUKPULAIDALAM2MT04,42,3500
RAP408,RAP408MM1-TELUK-PULAI-DALAM-2,RAP408MT1_TELUKPULAIDALAM2MT06,62,3500
RAP991,E-RAP991MM1-SEI-APUNG,RAP991ML1_SEIAPUNGML05,51,1850
TKN004,E_TKN004MM1_ATUPAYUNG,TKN004MT1_ATUPAYUNGMT01,12,3500
TKN004,E_TKN004MM1_ATUPAYUNG,TKN004MT1_ATUPAYUNGMT02,22,3500
TKN004,E_TKN004MM1_ATUPAYUNG,TKN004MT1_ATUPAYUNGMT03,32,3500
BIR073,BIR073MM1-BIREUN-2,BIR073MT1_BIREUN2MT01,12,3500
BIR073,BIR073MM1-BIREUN-2,BIR073MT1_BIREUN2MT02,22,3500
BIR073,BIR073MM1-BIREUN-2,BIR073MT1_BIREUN2MT03,32,3500
BIR108,BIR108MM1-SAMALANGA,BIR108MT1_SAMALANGAMT01,12,3500
BIR108,BIR108MM1-SAMALANGA,BIR108MT1_SAMALANGAMT02,22,3500
BIR108,BIR108MM1-SAMALANGA,BIR108MT1_SAMALANGAMT03,32,3500
BIR287,BIR287MM1-KOTA-JUANG-2,BIR287MT1_KOTAJUANG2MT01,12,3500
BIR287,BIR287MM1-KOTA-JUANG-2,BIR287MT1_KOTAJUANG2MT02,22,3500
BIR287,BIR287MM1-KOTA-JUANG-2,BIR287MT1_KOTAJUANG2MT03,32,3500
BIR344,BIR344MM1-KUTA-TRIENG,BIR344MT1_KUTATRIENGMT01,12,3500
BIR344,BIR344MM1-KUTA-TRIENG,BIR344MT1_KUTATRIENGMT02,22,3500
BIR344,BIR344MM1-KUTA-TRIENG,BIR344MT1_KUTATRIENGMT03,32,3500
BIR364,BIR364MM1-CALOK,BIR364MT1_CALOKMT01,12,3500
BIR364,BIR364MM1-CALOK,BIR364MT1_CALOKMT02,22,3500
BIR364,BIR364MM1-CALOK,BIR364MT1_CALOKMT03,32,3500
BPD052,BPD052MM1-ALUR-SUNGAI-PINANG,BPD052MT1_ALURSUNGAIPINANGMT01,12,3500
BPD052,BPD052MM1-ALUR-SUNGAI-PINANG,BPD052MT1_ALURSUNGAIPINANGMT02,22,3500
BPD052,BPD052MM1-ALUR-SUNGAI-PINANG,BPD052MT1_ALURSUNGAIPINANGMT03,32,3500
BPD110,E_BPD110MM2_REPSIMPANGGADING,BPD110MR1_REPSIMPANGGADINGMR01,13,500
BPD110,E_BPD110MM2_REPSIMPANGGADING,BPD110MR1_REPSIMPANGGADINGMR02,23,500
BPD110,E_BPD110MM2_REPSIMPANGGADING,BPD110MR1_REPSIMPANGGADINGMR03,33,500
DLS728,E_DLS728MM2_BOHUTARAJA,DLS728MR1_BOHUTARAJAMR01,13,500
DLS728,E_DLS728MM2_BOHUTARAJA,DLS728MR1_BOHUTARAJAMR02,23,500
DLS728,E_DLS728MM2_BOHUTARAJA,DLS728MR1_BOHUTARAJAMR03,33,500
IRY005,E_IRY005MM1_TUMPOKTEUNGOH,IRY005MT1_TUMPOKTEUNGOHMT01,12,3500
IRY005,E_IRY005MM1_TUMPOKTEUNGOH,IRY005MT1_TUMPOKTEUNGOHMT02,22,3500
IRY005,E_IRY005MM1_TUMPOKTEUNGOH,IRY005MT1_TUMPOKTEUNGOHMT03,32,3500
JHO015,JHO015MM1-LAM-SITEH-COT,JHO015MT1_LAMSITEHCOTMT01,12,3500
JHO015,JHO015MM1-LAM-SITEH-COT,JHO015MT1_LAMSITEHCOTMT02,22,3500
JHO015,JHO015MM1-LAM-SITEH-COT,JHO015MT1_LAMSITEHCOTMT03,32,3500
JHO152,JHO152MM1-ROAD-TO-BANDARA,JHO152ML1_ROADTOBANDARAML01,11,1850
JHO152,JHO152MM1-ROAD-TO-BANDARA,JHO152ML1_ROADTOBANDARAML02,21,1850
JHO152,JHO152MM1-ROAD-TO-BANDARA,JHO152ML1_ROADTOBANDARAML03,31,1850
JHO307,JHO307MM1-PEUKAN-ATEUK,JHO307MT1_PEUKANATEUKMT01,12,3500
JHO307,JHO307MM1-PEUKAN-ATEUK,JHO307MT1_PEUKANATEUKMT02,22,3500
JHO307,JHO307MM1-PEUKAN-ATEUK,JHO307MT1_PEUKANATEUKMT03,32,3500
KIS553,KIS553MM1-PROF-YAMIN,KIS553MT1_PROFYAMINMT01,12,3500
KIS553,KIS553MM1-PROF-YAMIN,KIS553MT1_PROFYAMINMT02,22,3500
KIS553,KIS553MM1-PROF-YAMIN,KIS553MT1_PROFYAMINMT03,32,3500
KRB737,KRB737MM1-BUKET-PALA,KRB737MT1_BUKETPALAMT01,12,3500
KRB737,KRB737MM1-BUKET-PALA,KRB737MT1_BUKETPALAMT02,22,3500
KRB737,KRB737MM1-BUKET-PALA,KRB737MT1_BUKETPALAMT03,32,3500
LGS029,E-LGS029MM1-KAMPUNG-LAMA,LGS029MT1_KAMPUNGLAMAMT01,12,3500
LGS029,E-LGS029MM1-KAMPUNG-LAMA,LGS029MT1_KAMPUNGLAMAMT02,22,3500
LGS029,E-LGS029MM1-KAMPUNG-LAMA,LGS029MT1_KAMPUNGLAMAMT03,32,3500
NAD191,NAD191MM2-BAYU4,NAD191ML1_BAYU4ML01,11,1850
NAD191,NAD191MM2-BAYU4,NAD191ML1_BAYU4ML02,21,1850
NAD191,NAD191MM2-BAYU4,NAD191ML1_BAYU4ML03,31,1850
NAD587,NAD587MM1-LAMTHEUN,NAD587MT1_LAMTHEUNMT01,12,3500
NAD587,NAD587MM1-LAMTHEUN,NAD587MT1_LAMTHEUNMT02,22,3500
NAD587,NAD587MM1-LAMTHEUN,NAD587MT1_LAMTHEUNMT03,32,3500
PMR008,E_PMR008MM1_JANDIMARIAH,PMR008MT1_JANDIMARIAHMT01,12,3500
PMR008,E_PMR008MM1_JANDIMARIAH,PMR008MT1_JANDIMARIAHMT02,22,3500
PMR008,E_PMR008MM1_JANDIMARIAH,PMR008MT1_JANDIMARIAHMT03,32,3500
PMR027,E_PMR027MM1_MEKARMULIA,PMR027MT1_MEKARMULIAMT01,12,3500
PMR027,E_PMR027MM1_MEKARMULIA,PMR027MT1_MEKARMULIAMT02,22,3500
PMR027,E_PMR027MM1_MEKARMULIA,PMR027MT1_MEKARMULIAMT03,32,3500
PMR762,PMR762MM1-SERBELAWAN-3,PMR762ML1_SERBELAWAN3ML01,11,1850
PMR762,PMR762MM1-SERBELAWAN-3,PMR762ML1_SERBELAWAN3ML02,21,1850
PMR762,PMR762MM1-SERBELAWAN-3,PMR762ML1_SERBELAWAN3ML03,31,1850
PSP517,PSP517MM1-PALOPATMARIA,PSP517MT1_PALOPATMARIAMT01,12,3500
PSP517,PSP517MM1-PALOPATMARIA,PSP517MT1_PALOPATMARIAMT02,22,3500
PSP517,PSP517MM1-PALOPATMARIA,PSP517MT1_PALOPATMARIAMT03,32,3500
PSP596,PSP596MM1-PAL-IV-SIDIMPUAN,PSP596MT1_PALIVSIDIMPUANMT01,12,3500
PSP596,PSP596MM1-PAL-IV-SIDIMPUAN,PSP596MT1_PALIVSIDIMPUANMT02,22,3500
PSP596,PSP596MM1-PAL-IV-SIDIMPUAN,PSP596MT1_PALIVSIDIMPUANMT03,32,3500
PYB349,PYB349MM1-MANAMBING-2,PYB349MT1_MANAMBING2MT01,12,3500
PYB349,PYB349MM1-MANAMBING-2,PYB349MT1_MANAMBING2MT02,22,3500
PYB349,PYB349MM1-MANAMBING-2,PYB349MT1_MANAMBING2MT03,32,3500
PYB688,PYB688MM1-DESA-LONGAT,PYB688MT1_DESALONGATMT01,12,3500
PYB688,PYB688MM1-DESA-LONGAT,PYB688MT1_DESALONGATMT02,22,3500
PYB688,PYB688MM1-DESA-LONGAT,PYB688MT1_DESALONGATMT03,32,3500
RAP818,RAP818MM1-KAMPUNG-PULO,RAP818MT1_KAMPUNGPULOMT01,12,3500
RAP818,RAP818MM1-KAMPUNG-PULO,RAP818MT1_KAMPUNGPULOMT02,22,3500
RAP818,RAP818MM1-KAMPUNG-PULO,RAP818MT1_KAMPUNGPULOMT03,32,3500
RAP889,RAP889MM1-SIMATAHARI,RAP889MT1_SIMATAHARIMT01,12,3500
RAP889,RAP889MM1-SIMATAHARI,RAP889MT1_SIMATAHARIMT02,22,3500
RAP889,RAP889MM1-SIMATAHARI,RAP889MT1_SIMATAHARIMT03,32,3500
SDK991,E_SDK991MM1_PARBULUANV,SDK991MT1_PARBULUANVMT01,12,3500
SDK991,E_SDK991MM1_PARBULUANV,SDK991MT1_PARBULUANVMT02,22,3500
SDK991,E_SDK991MM1_PARBULUANV,SDK991MT1_PARBULUANVMT03,32,3500
SDK992,E_SDK992MM1_TUALANG,SDK992MT1_TUALANGMT01,12,3500
SDK992,E_SDK992MM1_TUALANG,SDK992MT1_TUALANGMT02,22,3500
SDK992,E_SDK992MM1_TUALANG,SDK992MT1_TUALANGMT03,32,3500
SGI503,SGI503MM1-PEULEUNDOK,SGI503ML1_PEULEUNDOKML01,11,1850
SGI503,SGI503MM1-PEULEUNDOK,SGI503ML1_PEULEUNDOKML02,21,1850
SGI503,SGI503MM1-PEULEUNDOK,SGI503ML1_PEULEUNDOKML03,31,1850
SGI553,SGI553MM1-PANGWA,SGI553MT1_PANGWAMT01,12,3500
SGI553,SGI553MM1-PANGWA,SGI553MT1_PANGWAMT02,22,3500
SGI553,SGI553MM1-PANGWA,SGI553MT1_PANGWAMT03,32,3500
SHN013,E_SHN013MM1_SABALAMO,SHN013MT1_SABALAMOMT01,12,3500
SHN013,E_SHN013MM1_SABALAMO,SHN013MT1_SABALAMOMT02,22,3500
SHN013,E_SHN013MM1_SABALAMO,SHN013MT1_SABALAMOMT03,32,3500
SNB524,E_SNB524MM1_SIEMEULU2-HUB_TEL,SNB524MT1_SIEMEULU2MT01,12,3500
SNB524,E_SNB524MM1_SIEMEULU2-HUB_TEL,SNB524MT1_SIEMEULU2MT02,22,3500
SNB524,E_SNB524MM1_SIEMEULU2-HUB_TEL,SNB524MT1_SIEMEULU2MT03,32,3500
TTN219,TTN219MM2-KOTA-FAJAR,TTN219ME1_KOTAFAJARME01,14,38750
TTN219,TTN219MM2-KOTA-FAJAR,TTN219MF1_KOTAFAJARMF01,15,38948
TTN259,TTN259MM1-NEW-PADANG-RASIAN,TTN259MT1_NEWPADANGRASIANMT01,12,3500
TTN259,TTN259MM1-NEW-PADANG-RASIAN,TTN259MT1_NEWPADANGRASIANMT02,22,3500
TTN259,TTN259MM1-NEW-PADANG-RASIAN,TTN259MT1_NEWPADANGRASIANMT03,32,3500
TTN581,E_TTN581MM1_LABUHANTAROK,TTN581ML1_LABUHANTAROKML01,11,1850
TTN581,E_TTN581MM1_LABUHANTAROK,TTN581ML1_LABUHANTAROKML02,21,1850
TTN581,E_TTN581MM1_LABUHANTAROK,TTN581ML1_LABUHANTAROKML03,31,1850
AKN010,E_AKN010MM1_SIDUADUA,AKN010ML1_SIDUADUAML01,11,1850
AKN010,E_AKN010MM1_SIDUADUA,AKN010ML1_SIDUADUAML02,21,1850
AKN010,E_AKN010MM1_SIDUADUA,AKN010ML1_SIDUADUAML03,31,1850
AKN012,E_AKN012MM1_SIMPANGMARBAU,AKN012ML1_SIMPANGMARBAUML01,11,1850
AKN012,E_AKN012MM1_SIMPANGMARBAU,AKN012ML1_SIMPANGMARBAUML02,21,1850
AKN012,E_AKN012MM1_SIMPANGMARBAU,AKN012ML1_SIMPANGMARBAUML03,31,1850
BIR293,E-BIR293MM1-BUGAK-BLANG,BIR293ML1_BUGAKBLANGML01,11,1850
BIR293,E-BIR293MM1-BUGAK-BLANG,BIR293ML1_BUGAKBLANGML02,21,1850
BIR293,E-BIR293MM1-BUGAK-BLANG,BIR293ML1_BUGAKBLANGML03,31,1850
BIR358,BIR358MM1-PUNJOT,BIR358ML1_PUNJOTML01,11,1850
BIR358,BIR358MM1-PUNJOT,BIR358ML1_PUNJOTML02,21,1850
BIR358,BIR358MM1-PUNJOT,BIR358ML1_PUNJOTML03,31,1850
BIR361,BIR361MM1-TEUPIN-MANE-EKS-JULI-HUB-TEL,BIR361ML1_TEUPINMANEEKSJULIML06,61,1850
BIR589,E_BIR589MM1_ULEEBLANG,BIR589ML1_ULEEBLANGML01,11,1850
BIR589,E_BIR589MM1_ULEEBLANG,BIR589ML1_ULEEBLANGML02,21,1850
BIR589,E_BIR589MM1_ULEEBLANG,BIR589ML1_ULEEBLANGML03,31,1850
BKJ892,E_BKJ892MM2_TONGRASEPAKAT,BKJ892MR1_TONGRASEPAKATMR01,13,500
BKJ892,E_BKJ892MM2_TONGRASEPAKAT,BKJ892MR1_TONGRASEPAKATMR02,23,500
BKJ892,E_BKJ892MM2_TONGRASEPAKAT,BKJ892MR1_TONGRASEPAKATMR03,33,500
BPD015,E-BPD015MM2-ALUE-PADEE,BPD015ME1_ALUEPADEEME02,24,38750
BPD015,E-BPD015MM2-ALUE-PADEE,BPD015MF1_ALUEPADEEMF02,25,38948
DLS710,DLS710MM2-SAIT-NI-HUTA,DLS710ME1_SAITNIHUTAME03,34,38750
DLS710,DLS710MM2-SAIT-NI-HUTA,DLS710MF1_SAITNIHUTAMF03,35,38948
DLS988,E_DLS988MM1_PARANGINANSELATAN,DLS988ML1_PARANGINANSELATANML01,11,1850
DLS988,E_DLS988MM1_PARANGINANSELATAN,DLS988ML1_PARANGINANSELATANML02,21,1850
DLS988,E_DLS988MM1_PARANGINANSELATAN,DLS988ML1_PARANGINANSELATANML03,31,1850
KBJ001,KBJ001MM1-CINTA-RAKYAT,KBJ001ML1_CINTARAKYATML04,41,1850
KBJ001,KBJ001MM1-CINTA-RAKYAT,KBJ001ML1_CINTARAKYATML06,61,1850
KBJ016,E-KBJ016MM2-LAU-KAWAR,KBJ016ME1_LAUKAWARME01,14,38750
KBJ016,E-KBJ016MM2-LAU-KAWAR,KBJ016ME1_LAUKAWARME03,34,38750
KBJ016,E-KBJ016MM2-LAU-KAWAR,KBJ016MF1_LAUKAWARMF01,15,38948
KBJ016,E-KBJ016MM2-LAU-KAWAR,KBJ016MF1_LAUKAWARMF03,35,38948
KBJ023,KBJ023MM2-PERSADANTA,KBJ023ME1_PERSADANTAME03,34,38750
KBJ023,KBJ023MM2-PERSADANTA,KBJ023MF1_PERSADANTAMF03,35,38948
KBJ045,KBJ045MM1-GUNG-NEGERI,KBJ045ML1_GUNGNEGERIML05,51,1850
KBJ076,KBJ076MM1-SURBAKTI-KANDIATA,KBJ076RL1_SURBAKTIKANDIATARL32,61,1850
KBJ113,KBJ113MM1-RUMAMIS,KBJ113ML1_RUMAMISML04,41,1850
KBJ128,KBJ128MM2-NEW-BRASTAGI-HUB-TEL,KBJ128ME1_NEWBRASTAGIME01,14,38750
KBJ128,KBJ128MM2-NEW-BRASTAGI-HUB-TEL,KBJ128ME1_NEWBRASTAGIME02,24,38750
KBJ128,KBJ128MM2-NEW-BRASTAGI-HUB-TEL,KBJ128ME1_NEWBRASTAGIME03,34,38750
KBJ128,KBJ128MM2-NEW-BRASTAGI-HUB-TEL,KBJ128MF1_NEWBRASTAGIMF01,15,38948
KBJ128,KBJ128MM2-NEW-BRASTAGI-HUB-TEL,KBJ128MF1_NEWBRASTAGIMF02,25,38948
KBJ128,KBJ128MM2-NEW-BRASTAGI-HUB-TEL,KBJ128MF1_NEWBRASTAGIMF03,35,38948
KBJ971,KBJ971MM2-PECERAN-HUB-TEL,KBJ971ME1_PECERANME01,14,38750
KBJ971,KBJ971MM2-PECERAN-HUB-TEL,KBJ971MF1_PECERANMF01,15,38948
KBJ974,E_KBJ974MM1_SUKAMANDI,KBJ974ML1_SUKAMANDIML05,51,1850
KBJ974,E_KBJ974MM1_SUKAMANDI,KBJ974ML1_SUKAMANDIML06,61,1850
KBJ977,E_KBJ977MM1_KACARIBU,KBJ977ML1_KACARIBUML01,11,1850
KBJ977,E_KBJ977MM1_KACARIBU,KBJ977ML1_KACARIBUML02,21,1850
KBJ977,E_KBJ977MM1_KACARIBU,KBJ977ML1_KACARIBUML03,31,1850
KIS003,E_KIS003MM1_PADANGMAHONDANG,KIS003ML1_PADANGMAHONDANGML01,11,1850
KIS003,E_KIS003MM1_PADANGMAHONDANG,KIS003ML1_PADANGMAHONDANGML02,21,1850
KIS003,E_KIS003MM1_PADANGMAHONDANG,KIS003ML1_PADANGMAHONDANGML03,31,1850
KIS146,KIS146MM1-KAMPUNG-SUKOREJO,KIS146ML1_KAMPUNGSUKOREJOML05,51,1850
KIS528,KIS528MM1-KEBUN-PASIR,KIS528ML1_KEBUNPASIRML06,61,1850
KPD057,KPD057MM2-RIANIATE,KPD057ME1_RIANIATEME03,34,38750
KPD057,KPD057MM2-RIANIATE,KPD057MF1_RIANIATEMF03,35,38948
KPD212,KPD212MM1-BONAN-DOLOK-2,KPD212MT1_BONANDOLOK2MT01,12,3500
KPD212,KPD212MM1-BONAN-DOLOK-2,KPD212MT1_BONANDOLOK2MT02,22,3500
KPD212,KPD212MM1-BONAN-DOLOK-2,KPD212MT1_BONANDOLOK2MT03,32,3500
KPD535,KPD535MM2-SIMAGOMAGO,KPD535ME1_SIMAGOMAGOME01,14,38750
KPD535,KPD535MM2-SIMAGOMAGO,KPD535MF1_SIMAGOMAGOMF01,15,38948
KPN011,E_KPN011MM1_AEKBATU,KPN011MT1_AEKBATUMT01,12,3500
KPN011,E_KPN011MM1_AEKBATU,KPN011MT1_AEKBATUMT02,22,3500
KPN011,E_KPN011MM1_AEKBATU,KPN011MT1_AEKBATUMT03,32,3500
LGS015,LGS015MM2-BIREM-BAYEUN-HUB-TEL,LGS015ME1_BIREMBAYEUNME02,24,38750
LGS015,LGS015MM2-BIREM-BAYEUN-HUB-TEL,LGS015ME1_BIREMBAYEUNME03,34,38750
LGS015,LGS015MM2-BIREM-BAYEUN-HUB-TEL,LGS015MF1_BIREMBAYEUNMF02,25,38948
LGS015,LGS015MM2-BIREM-BAYEUN-HUB-TEL,LGS015MF1_BIREMBAYEUNMF03,35,38948
LGS047,N_LGS047MM1_MADATCEUDAH,LGS047ML1_MADATCEUDAHML06,61,1850
LGS049,E-LGS049MM1-PANTE-RAYEUK,LGS049ML1_PANTERAYEUKML01,11,1850
LGS049,E-LGS049MM1-PANTE-RAYEUK,LGS049ML1_PANTERAYEUKML02,21,1850
LGS049,E-LGS049MM1-PANTE-RAYEUK,LGS049ML1_PANTERAYEUKML03,31,1850
LGS154,LGS154MM1-BLANG-BITRA,LGS154ML1_BLANGBITRAML06,61,1850
LHK027,E-LHK027MM1-GEUDONG-4-HUB-TEL,LHK027MT1_GEUDONG4MT05,52,3500
LHK065,LHK065MM2-BLANG-GUMPANG,LHK065ME1_BLANGGUMPANGME03,34,38750
LHK065,LHK065MM2-BLANG-GUMPANG,LHK065MF1_BLANGGUMPANGMF03,35,38948
LHK139,LHK139MM1-MATANG-KARIENG,LHK139ML1_MATANGKARIENGML05,51,1850
LHK139,LHK139MM1-MATANG-KARIENG,LHK139ML1_MATANGKARIENGML06,61,1850
LHK238,LHK238MM1-JEULIKAT,LHK238MT1_JEULIKATMT01,12,3500
LHK238,LHK238MM1-JEULIKAT,LHK238MT1_JEULIKATMT02,22,3500
LHK238,LHK238MM1-JEULIKAT,LHK238MT1_JEULIKATMT03,32,3500
LHK317,LHK317MM2-ULEE-PULO,LHK317ME1_ULEEPULOME01,14,38750
LHK317,LHK317MM2-ULEE-PULO,LHK317MF1_ULEEPULOMF01,15,38948
LKN004,E_LKN004MM1_PULORAYEUK,LKN004ML1_PULORAYEUKML01,11,1850
LKN004,E_LKN004MM1_PULORAYEUK,LKN004ML1_PULORAYEUKML02,21,1850
LKN004,E_LKN004MM1_PULORAYEUK,LKN004ML1_PULORAYEUKML03,31,1850
MBO078,MBO078MM2-ALUE-TAMPAK,MBO078ME1_ALUETAMPAKME03,34,38750
MBO078,MBO078MM2-ALUE-TAMPAK,MBO078MF1_ALUETAMPAKMF03,35,38948
MBO083,MBO083MM1-COT-RAMBONG,MBO083ML1_COTRAMBONGML06,61,1850
MBO162,E_MBO162MM2_DESAKEUTAMBANG,MBO162MR1_DESAKEUTAMBANGMR01,13,500
MBO162,E_MBO162MM2_DESAKEUTAMBANG,MBO162MR1_DESAKEUTAMBANGMR02,23,500
MBO162,E_MBO162MM2_DESAKEUTAMBANG,MBO162MR1_DESAKEUTAMBANGMR03,33,500
MBO162,E_MBO162MM1_DESAKEUTAMBANG,MBO162MT1_DESAKEUTAMBANGMT01,12,3500
MBO162,E_MBO162MM1_DESAKEUTAMBANG,MBO162MT1_DESAKEUTAMBANGMT02,22,3500
MBO162,E_MBO162MM1_DESAKEUTAMBANG,MBO162MT1_DESAKEUTAMBANGMT03,32,3500
NAD219,NAD219MM1-LEUPUNG,NAD219ML1_LEUPUNGML01,11,1850
NAD219,NAD219MM1-LEUPUNG,NAD219ML1_LEUPUNGML02,21,1850
NAD219,NAD219MM1-LEUPUNG,NAD219ML1_LEUPUNGML03,31,1850
NTA001,N_NTA001MM1_N3TTAGILANGJULU,NTA001MT1_N3TTAGILANGJULUMT01,12,3500
NTA001,N_NTA001MM1_N3TTAGILANGJULU,NTA001MT1_N3TTAGILANGJULUMT02,22,3500
NTA001,N_NTA001MM1_N3TTAGILANGJULU,NTA001MT1_N3TTAGILANGJULUMT03,32,3500
PMR018,E_PMR018MM1_SARIBUDOLOK,PMR018SL1_SARIBUDOLOKSL11,11,1850
PMR018,E_PMR018MM1_SARIBUDOLOK,PMR018SL1_SARIBUDOLOKSL21,21,1850
PMR018,E_PMR018MM1_SARIBUDOLOK,PMR018SL1_SARIBUDOLOKSL31,31,1850
PMR021,PMR021MM2-MARIHAT-BUTAR,PMR021ME1_MARIHATBUTARME01,14,38750
PMR021,PMR021MM2-MARIHAT-BUTAR,PMR021MF1_MARIHATBUTARMF01,15,38948
PSP498,PSP498MM2-SILANDIT-2,PSP498ME1_SILANDIT2ME01,14,38750
PSP498,PSP498MM2-SILANDIT-2,PSP498MF1_SILANDIT2MF01,15,38948
PSP562,PSP562MM2-SUTAN-SORIPADA-MULIA,PSP562ME1_SUTANSORIPADAMULIAME01,14,38750
PSP562,PSP562MM2-SUTAN-SORIPADA-MULIA,PSP562ME1_SUTANSORIPADAMULIAME02,24,38750
PSP562,PSP562MM2-SUTAN-SORIPADA-MULIA,PSP562ME1_SUTANSORIPADAMULIAME03,34,38750
PSP562,PSP562MM2-SUTAN-SORIPADA-MULIA,PSP562MF1_SUTANSORIPADAMULIAMF01,15,38948
PSP562,PSP562MM2-SUTAN-SORIPADA-MULIA,PSP562MF1_SUTANSORIPADAMULIAMF02,25,38948
PSP562,PSP562MM2-SUTAN-SORIPADA-MULIA,PSP562MF1_SUTANSORIPADAMULIAMF03,35,38948
PSP598,PSP598MM2-PIR-TRANS-3-SOSA,PSP598ME1_PIRTRANS3SOSAME01,14,38750
